,Number_offenses,Code,Code_Desc,Date,Time,Address,City,State,Zip,Code_Cat_abbrv,Crime Category,Crime Name,Address_numbers,Street_name
319563,2.0,SERV-999,POLICE PHONE REPORT,2021-02-13,422.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5900.0,WILLIAMSBURG RD
319602,2.0,SERV-999,POLICE PHONE REPORT,2021-02-13,2250.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
319632,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2021-02-13,2250.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,6000.0,WILLIAMSBURG RD
320879,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2021-02-07,1200.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,6000.0,WILLIAMSBURG RD
321134,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2021-02-06,1230.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
321966,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2021-02-02,1902.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
322039,1.0,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2021-02-02,730.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,FRAUD,FRAUD,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,1800.0,EDGEHILL DR
322955,2.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2021-01-28,1330.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,2700.0,FARMINGTON DR
322956,3.0,SERV-999,POLICE PHONE REPORT,2021-01-28,1330.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,FARMINGTON DR
323079,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2021-01-28,1330.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2700.0,FARMINGTON DR
323354,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2021-01-27,1614.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,5900.0,EDGEHILL DR
324551,2.0,SERV-999,POLICE PHONE REPORT,2021-01-21,757.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5800.0,EDGEHILL DR
324642,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2021-01-21,757.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5800.0,EDGEHILL DR
325022,1.0,SUSP-1,SUSPICIOUS - EVENT,2021-01-19,313.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2700.0,JEFFERSON DR
326973,3.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2021-01-11,,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,2800.0,FARMINGTON DR
327017,2.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2021-01-11,,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2800.0,FARMINGTON DR
327018,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2021-01-11,,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2800.0,FARMINGTON DR
327070,4.0,SERV-999,POLICE PHONE REPORT,2021-01-11,,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FARMINGTON DR
327827,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2021-01-07,900.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,5800.0,EDGEHILL DR
327828,2.0,SERV-999,POLICE PHONE REPORT,2021-01-07,900.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5800.0,EDGEHILL DR
328024,1.0,SUSP-2,SUSPICIOUS - PERSON,2021-01-07,1420.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,PERSON,2700.0,JEFFERSON DR
329092,1.0,BURG-220-2,BURGLARY - NO FORCE,2021-01-02,1430.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,NO FORCE,2800.0,FAIRHAVEN AVE
329511,3.0,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2020-12-31,2000.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON DMV REPORTABLE CRASH,2700.0,FORT DR
329533,2.0,SERV-999,POLICE PHONE REPORT,2020-12-31,2000.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,FORT DR
329814,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-12-30,2138.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,6000.0,MONTICELLO RD
329980,2.0,SERV-999,POLICE PHONE REPORT,2020-12-29,2000.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FORT DR
329981,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2020-12-29,2000.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FORT DR
330449,1.0,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2020-12-27,1956.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,SIMPLE ASSAULT ON LEO,5900.0,WILLIAMSBURG RD
330521,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-12-27,1956.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,WILLIAMSBURG RD
330682,2.0,SERV-999,POLICE PHONE REPORT,2020-12-26,2335.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5900.0,EDGEHILL CT
330683,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-12-26,2335.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,EDGEHILL CT
331148,2.0,SERV-999,POLICE PHONE REPORT,2020-12-23,1659.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,, FAIRHAVEN AVE / NORTH KINGS HWY
331149,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2020-12-23,1659.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,, FAIRHAVEN AVE / NORTH KINGS HWY
331969,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-12-20,1642.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
332181,2.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2020-12-19,100.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,2800.0,FAIRHAVEN AVE
332241,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2020-12-19,100.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
334375,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-12-09,940.0,2800 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,JEFFERSON DR
334582,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2020-12-08,1300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,2800.0,FAIRHAVEN AVE
336480,1.0,ROB-120-3,ROBBERY - OTHER DANGEROUS WEAPON,2020-12-01,1913.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ROB,ROBBERY,OTHER DANGEROUS WEAPON,5800.0,MONTICELLO RD
337044,2.0,SERV-999,POLICE PHONE REPORT,2020-11-28,0.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
337203,2.0,SERV-999,POLICE PHONE REPORT,2020-11-27,1107.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
337204,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2020-11-27,1107.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,2800.0,FAIRHAVEN AVE
338835,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-11-20,24.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5800.0,EDGEHILL DR
339100,1.0,SUSP-2,SUSPICIOUS - PERSON,2020-11-19,1504.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,PERSON,6000.0,WILLIAMSBURG RD
342125,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-11-06,1521.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,NORTH KINGS HWY
342282,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-11-06,1520.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
343215,1.0,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2020-11-01,909.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,5800.0,EDGEHILL DR
343228,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-11-01,1200.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5800.0,MONTICELLO RD
346590,1.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2020-10-19,1812.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2700.0,FARMINGTON DR
346773,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-10-18,1754.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
346964,2.0,SERV-999,POLICE PHONE REPORT,2020-10-17,2100.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,JEFFERSON DR
346965,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2020-10-17,2100.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2700.0,JEFFERSON DR
346978,2.0,SERV-999,POLICE PHONE REPORT,2020-10-17,2100.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5800.0,MONTICELLO RD
346979,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2020-10-17,2100.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,5800.0,MONTICELLO RD
347060,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-10-17,1200.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2700.0,ALBEMARLE DR
349581,2.0,SERV-999,POLICE PHONE REPORT,2020-10-06,2000.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,ALBEMARLE DR
349582,1.0,DEST-290-6,DESTRUCTION - OTHER,2020-10-06,2000.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,OTHER,2700.0,ALBEMARLE DR
349619,2.0,SERV-999,POLICE PHONE REPORT,2020-10-06,2000.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
349631,1.0,TRES-90J-6,TRESPASSING - OTHER,2020-10-06,2000.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,OTHER,6000.0,WILLIAMSBURG RD
349768,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-10-05,1708.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2900.0,FARMINGTON DR
350855,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-10-01,955.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
351234,3.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2020-09-30,2100.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,5800.0,MONTICELLO RD
351259,2.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2020-09-30,2100.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,5800.0,MONTICELLO RD
351283,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2020-09-30,2100.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,5800.0,MONTICELLO RD
352530,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-09-25,1347.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2800.0,FAIRHAVEN AVE
354026,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2020-09-19,1750.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,5800.0,MONTICELLO RD
355778,1.0,TAMP-290-3,TAMPERING - AUTO/TRUCK/OTHER VEHICLE,2020-09-12,1537.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,TAMP,TAMPERING,AUTO/TRUCK/OTHER VEHICLE,6000.0,MONTICELLO RD
355793,2.0,SERV-999,POLICE PHONE REPORT,2020-09-12,1537.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,MONTICELLO RD
357007,1.0,TAMP-290-3,TAMPERING - AUTO/TRUCK/OTHER VEHICLE,2020-09-07,1139.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,TAMP,TAMPERING,AUTO/TRUCK/OTHER VEHICLE,2700.0,FORT DR
357008,2.0,SERV-999,POLICE PHONE REPORT,2020-09-07,1139.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2700.0,FORT DR
357246,1.0,SUSP-2,SUSPICIOUS - PERSON,2020-09-06,740.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,PERSON,, FAIRHAVEN AVE / NORTH KINGS HWY
357717,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2020-09-04,742.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,2600.0,FARMINGTON DR
358136,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2020-09-03,2200.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2600.0,FARMINGTON DR
358137,2.0,SERV-999,POLICE PHONE REPORT,2020-09-03,2200.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2600.0,FARMINGTON DR
358140,1.0,ASSLT-13A-3,ASSAULT - OTHER DANGEROUS WEAPON,2020-09-02,2036.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,OTHER DANGEROUS WEAPON,2800.0,FARMINGTON DR
358189,2.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2020-09-02,2036.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FARMINGTON DR
358256,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-09-02,1859.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5800.0,MONTICELLO RD
359086,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2020-08-30,1002.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2800.0,FAIRHAVEN AVE
359493,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2020-08-28,1227.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FAIRHAVEN AVE
359801,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2020-08-27,923.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
360027,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2020-08-26,2030.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2600.0,FARMINGTON DR
360155,1.0,TRES-90J-7,TRESPASSING - UNLAWFUL ENTRY,2020-08-26,2045.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,UNLAWFUL ENTRY,2700.0,FARMINGTON DR
360659,1.0,ROB-120-2,ROBBERY - KNIFE OR CUTTING INSTRUMENT,2020-08-24,44.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,ROB,ROBBERY,KNIFE OR CUTTING INSTRUMENT,2700.0,FORT DR
360684,1.0,SERV-9,SERVICE - OPEN DOOR,2020-08-24,633.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,OPEN DOOR,5900.0,NORTH KINGS HWY
361312,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2020-08-21,150.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,5900.0,EDGEHILL DR
361595,2.0,SERV-999,POLICE PHONE REPORT,2020-08-20,1700.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5900.0,EDGEHILL DR
361596,1.0,SUSP-1,SUSPICIOUS - EVENT,2020-08-20,1700.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5900.0,EDGEHILL DR
361865,1.0,SERV-1,SERVICE - POLICE SERVICE,2020-08-20,2141.0, EDGEHILL DR / JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,, EDGEHILL DR / JEFFERSON DR
362678,2.0,ANML-4,ANIMAL - SERVICE - WILD,2020-08-16,1812.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2800.0,FAIRHAVEN AVE
362760,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-08-16,26.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FARMINGTON DR
363740,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2020-08-12,1203.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,5900.0,NORTH KINGS HWY
363860,1.0,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2020-08-12,1203.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,SIMPLE ASSAULT ON LEO,5900.0,NORTH KINGS HWY
363958,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-08-11,815.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
364258,1.0,SUSP-1,SUSPICIOUS - EVENT,2020-08-10,1256.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5900.0,NORTH KINGS HWY
365637,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-08-05,457.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
369030,3.0,SERV-999,POLICE PHONE REPORT,2020-07-23,1059.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
369031,1.0,SUSP-1,SUSPICIOUS - EVENT,2020-07-23,1059.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
369699,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-07-21,1736.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
369719,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-07-21,2017.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
370474,1.0,SERV-999,POLICE PHONE REPORT,2020-07-17,1933.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,5900.0,NORTH KINGS HWY
370501,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-07-17,2128.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
371985,1.0,DRUNK-90E-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2020-07-12,954.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,2800.0,FAIRHAVEN AVE
371992,2.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-07-12,954.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
374935,1.0,SEX-90Z-2,SEX - OTHER NON-FORCIBLE SEX VIOLATION,2020-07-01,1142.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SEX,SEX,OTHER NON-FORCIBLE SEX VIOLATION,2600.0,JEFFERSON DR
375004,1.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2020-07-01,914.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,1800.0,EDGEHILL DR
375008,2.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2020-07-01,914.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,ANML,ANIMAL,SERVICE - DOMESTIC,1800.0,EDGEHILL DR
375907,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2020-06-28,1900.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2800.0,FAIRHAVEN AVE
376693,1.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2020-06-25,1930.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,2800.0,FORT DR
377476,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-06-22,918.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
377477,2.0,SERV-999,POLICE PHONE REPORT,2020-06-22,918.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,2800.0,FAIRHAVEN AVE
377575,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2020-06-22,1643.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2600.0,JEFFERSON DR
380122,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2020-06-12,2320.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
381516,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2020-06-06,1421.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,5800.0,EDGEHILL DR
382087,1.0,SERV-5,SERVICE - ANIMAL DESTROYED BY CHEMICAL,2020-06-03,100.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,ANIMAL DESTROYED BY CHEMICAL,2800.0,FARMINGTON DR
382088,2.0,ANML-4,ANIMAL - SERVICE - WILD,2020-06-03,100.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2800.0,FARMINGTON DR
382105,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2020-06-03,5.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,SERV,SERVICE,DOMESTIC DISPUTE,1800.0,EDGEHILL DR
384395,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2020-05-26,321.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5900.0,EDGEHILL CT
384396,2.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2020-05-26,321.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,5900.0,EDGEHILL CT
