,Number_offenses,Code,Code_Desc,Date,Time,Address,City,State,Zip,Code_Cat_abbrv,Crime Category,Crime Name,Address_numbers,Street_name
470599,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2019-05-15,1151.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,2800.0,FAIRHAVEN AVE
470764,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2019-05-14,1421.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,MONTICELLO RD
471471,1.0,LARC-23-11,"LARCENY - CHECKS, CREDIT CARDS, BANK NOTES, ETC.",2019-05-11,925.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,LARC,LARCENY,"CHECKS, CREDIT CARDS, BANK NOTES, ETC.",5900.0,EDGEHILL CT
472065,1.0,SERV-5,SERVICE - ANIMAL DESTROYED BY CHEMICAL,2019-05-08,2054.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,ANIMAL DESTROYED BY CHEMICAL,5800.0,EDGEHILL DR
473165,1.0,ASSLT-13B-2,ASSAULT - SIMPLE ASSAULT ON LEO,2019-05-03,324.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,SIMPLE ASSAULT ON LEO,5900.0,NORTH KINGS HWY
473566,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2019-05-01,654.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,2600.0,JEFFERSON DR
475017,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-04-25,1910.0, JEFFERSON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,, JEFFERSON DR / NORTH KINGS HWY
475555,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-04-22,1940.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
475800,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2019-04-21,951.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,5900.0,NORTH KINGS HWY
475804,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-04-21,22.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
477942,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-04-11,1150.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2900.0,FARMINGTON DR
478262,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-04-09,1802.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
478743,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-04-07,2225.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,NORTH KINGS HWY
479182,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2019-04-05,1745.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,LARC,LARCENY,THEFT FROM BUILDING,1800.0,EDGEHILL DR
479529,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-04-03,1645.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
480119,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2019-04-01,24.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,5900.0,WILLIAMSBURG RD
481865,2.0,WEAP-520-11,WEAPONS - SHOOT OR THROW MISSILE INTO AUTO,2019-03-23,2237.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,WEAP,WEAPONS,SHOOT OR THROW MISSILE INTO AUTO,, FAIRHAVEN AVE / NORTH KINGS HWY
481866,1.0,DEST-290-1,DESTRUCTION - PUBLIC PROPERTY,2019-03-23,2237.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PUBLIC PROPERTY,, FAIRHAVEN AVE / NORTH KINGS HWY
481891,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2019-03-23,1828.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,6000.0,NORTH KINGS HWY
482827,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2019-03-18,1045.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,2700.0,ALBEMARLE DR
482865,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-03-18,801.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
483498,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-03-15,1710.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5900.0,NORTH KINGS HWY
483754,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2019-03-14,1807.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FAIRHAVEN AVE
483776,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2019-03-14,1230.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FAIRHAVEN AVE
484041,1.0,ANML-4,ANIMAL - SERVICE - WILD,2019-03-13,1723.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,ANML,ANIMAL,SERVICE - WILD,1800.0,EDGEHILL DR
484656,1.0,ASSLT-13A-7,ASSAULT - MOB,2019-03-10,1047.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,MOB,5900.0,WILLIAMSBURG RD
485879,1.0,ROB-120-4,"ROBBERY - STRONG-ARM - HANDS, FISTS, FEET, ETC.",2019-03-04,1741.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ROB,ROBBERY,"STRONG-ARM - HANDS, FISTS, FEET, ETC.",2800.0,FAIRHAVEN AVE
485946,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2019-03-03,1030.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,5900.0,NORTH KINGS HWY
486243,1.0,SERV-33,SERVICE - NON DMV REPORTABLE CRASH,2019-03-01,11.0,6100 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON DMV REPORTABLE CRASH,6100.0,WILLIAMSBURG RD
486434,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2019-03-01,1825.0,6000 MONTICELLO RD,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,6000.0,MONTICELLO RD
486530,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-02-28,2345.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
486553,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2019-02-28,1921.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5800.0,MONTICELLO RD
486576,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2019-02-28,14.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,2800.0,FAIRHAVEN AVE
486686,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-02-27,314.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
487650,1.0,SERV-1,SERVICE - POLICE SERVICE,2019-02-22,1316.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5800.0,EDGEHILL DR
488636,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-02-18,103.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
488790,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2019-02-17,1000.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
489655,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2019-02-13,100.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,5900.0,EDGEHILL CT
491662,1.0,TELE-90Z-1,TELEPHONE - RECORD/INTERCPT/OTHER VIOLATION,2019-02-03,920.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,TELE,TELEPHONE,RECORD/INTERCPT/OTHER VIOLATION,2800.0,FAIRHAVEN AVE
492414,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2019-01-29,957.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,2800.0,FAIRHAVEN AVE
492726,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-28,931.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
492827,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2019-01-27,1512.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,MONTICELLO RD
493319,1.0,FRAUD-26B-1,FRAUD - CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,2019-01-25,115.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD,5900.0,NORTH KINGS HWY
493336,1.0,SERV-8,SERVICE - LOST/FOUND PROPERTY,2019-01-24,2207.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,LOST/FOUND PROPERTY,5900.0,EDGEHILL DR
493650,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-01-23,1616.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
493771,1.0,PARK-90Z-1,PARKING - INOPERATIVE/ABANDONED VEHICLE,2019-01-22,1052.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PARK,PARKING,INOPERATIVE/ABANDONED VEHICLE,2800.0,FAIRHAVEN AVE
494127,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2019-01-20,232.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
494321,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-20,1443.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,MONTICELLO RD
494360,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-19,1923.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,5900.0,WILLIAMSBURG RD
495245,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2019-01-15,1141.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,5800.0,MONTICELLO RD
495562,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2019-01-13,327.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,WILLIAMSBURG RD
495598,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2019-01-13,1141.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,5900.0,MONTICELLO RD
495758,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-12,1350.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
496471,1.0,FRAUD-26A-1,FRAUD - FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,2019-01-08,1706.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,5900.0,WILLIAMSBURG RD
497017,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-05,2320.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
497170,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2019-01-04,1715.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
497230,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-01-04,215.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
497606,1.0,DRUG-35A-4,DRUGS - MARIJUANA POSSESSION,2019-01-02,2138.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,MARIJUANA POSSESSION,2800.0,FAIRHAVEN AVE
497714,1.0,SUSP-1,SUSPICIOUS - EVENT,2019-01-01,1009.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5900.0,NORTH KINGS HWY
497925,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2019-01-01,220.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
